秋雨,気象,夏の暑さがやわらぐころ日本付近で長く降り続く雨を何と言いますか？,梅雨 豪雨 夕立 霧雨 小雨 にわか雨 集中豪雨 氷雨 季節風 台風
秋雨前線,気象,小笠原気団と大陸の冷たい気団との境界に停滞し長雨をもたらす前線を何と言いますか？,梅雨前線 温暖前線 寒冷前線 停滞前線 小笠原気団 シベリア気団 季節風 フェーン現象 低気圧 高気圧
アボガドロ,原子と分子,物質の分子の個数の法則を提唱した人物は誰ですか？,ドルトン ラザフォード ボイル プリーストリー ラボアジエ ミリカン ファラデー ニュートン マイヤー メンデレーエフ
アミノ酸,生物,タンパク質のもとになる物質は何と言いますか？,脂肪酸 グルコース デンプン グリコーゲン ペプチド 核酸 グリセリン セルロース ATP 酵素
アミラーゼ,生物,デンプンを分解する消化酵素は何と言いますか？,ペプシン リパーゼ マルターゼ トリプシン キモトリプシン ガストリン インスリン ラクターゼ セルラーゼ プロテアーゼ
アメダス,気象,気象観測のために設置された地域的な観測装置を何と言いますか？,気象衛星 気圧計 温度計 風速計 地震計 アメデス ドップラー・レーダー ラジオゾンデ 地上気象観測網 スモッグチェッカー
アンペア(A),電流,電流の強さの単位は何と言いますか？,ボルト(V) ワット(W) オーム(Ω) ジュール(J) クーロン テスラ ヘンリー ガウス ニュートン(N) カロリー(cal)
アンペール,電流,電流の単位を名前の由来とする人物は誰ですか？,ボルタ オーム ファラデー クーロン ガリレオ ニュートン ケルビン マクスウェル パスカル ジュール
胃液,生物,胃で食物を消化する液体を何と言いますか？,唾液 胆汁 膵液 小腸液 粘液 尿液 血漿 血清 胃酸 酵素液
陰極線,電流,陰極から出る電子の流れを何と言いますか？,α線 β線 γ線 光子 電子線 陽極線 荷電粒子 X線 陽子線 中性子線
うずまき管,人体,耳の中で音を感じる部分はどこですか？,鼓膜 三半規管 耳小骨 前庭 外耳道 半月板 嗅球 視細胞 耳管 延髄
海風,気象,昼間に海から陸へ吹く風を何と言いますか？,陸風 季節風 季候風 モンスーン 偏西風 貿易風 上昇気流 下降気流 台風 ハリケーン
運動器官,人体,体を動かすための器官を何と言いますか？,骨格 筋肉 関節 靭帯 腱 神経 感覚器 呼吸器 消化器 循環器
運動神経,人体,筋肉に指令を伝える神経を何と言いますか？,感覚神経 中枢神経 副交感神経 交感神経 末梢神経 視神経 聴神経 自律神経 運動器官 小脳
雲量,気象,空にどれくらい雲があるかを示す量を何と言いますか？,降水量 降水確率 雲形 雲底 気温 気圧 風速 視程 日照時間 湿度
液胞,生物,植物細胞の内部にあり、水や養分をためる部分を何と言いますか？,葉緑体 細胞壁 細胞膜 細胞質 核 ミトコンドリア ゴルジ体 小胞体 リボソーム 中心体
塩化コバルト紙,気象,湿度を調べるために使う色が変わる紙は何と言いますか？,リトマス紙 BTB溶液 pH試験紙 ヨウ素液 フェノールフタレイン試験液 蒸留水 万能試験紙 指示薬 温度計 風速計
塩化銅,化学変化,銅と塩素が結合した化合物を何と言いますか？,酸化銅 硫酸銅 水酸化銅 酸化鉄 塩化ナトリウム 硫酸ナトリウム 硝酸銀 塩化銀 二酸化炭素 一酸化炭素
オーム(Ω),電流,電気抵抗の単位は何と言いますか？,ボルト(V) アンペア(A) ワット(W) クーロン ジュール(J) ヘルツ(Hz) テスラ ニュートン(N) カンデラ パスカル(Pa)
オーム,電流,電気抵抗の法則を発見した人物は誰ですか？,ファラデー アンペール ボルタ クーロン ガリレオ ニュートン ケルビン ジュール マクスウェル パスカル
オームの法則,電流,電流・電圧・抵抗の関係を示した法則は何と言いますか？,ジュールの法則 フレミングの法則 クーロンの法則 ボイルの法則 シャルルの法則 ケプラーの法則 フックの法則 ニュートンの運動の法則 パスカルの原理 アルキメデスの原理
小笠原気団,気象,日本の南東海上にある暖かく湿った気団は何と言いますか？,オホーツク海気団 シベリア気団 揚子江気団 インド洋気団 赤道気団 大西洋気団 太平洋気団 季節風 温帯低気圧 熱帯低気圧
オホーツク海気団,気象,日本の北東にある冷たく湿った気団は何と言いますか？,小笠原気団 シベリア気団 揚子江気団 赤道気団 大西洋気団 太平洋気団 季節風 温帯低気圧 熱帯低気圧 前線
温暖前線,気象,暖かい空気が冷たい空気にゆっくりと押し上げられる境界面を何と言いますか？,寒冷前線 秋雨前線 梅雨前線 停滞前線 閉塞前線 フェーン現象 低気圧 高気圧 季節風 台風
外骨格,生物,節足動物の体をおおう硬い骨格を何と言いますか？,内骨格 骨格 筋肉 表皮 角質 鱗 殻 甲 羊膜 外とう膜
外とう膜,生物,二枚貝などの軟体動物の体を包む膜は何と言いますか？,外骨格 殻 表皮 甲 鱗 骨格 筋肉 角質 細胞膜 細胞壁
回路,電流,電気が流れる道筋を何と言いますか？,導線 導体 絶縁体 抵抗器 電源 電流 電圧 スイッチ 直列回路 並列回路
回路図,電流,電気回路を記号で表した図を何と言いますか？,実験図 設計図 配線図 系統図 電気図 解剖図 模型図 電子図 配電図 スケッチ
化学式,化学変化,物質の成分と割合を元素記号で表した式を何と言いますか？,分子式 構造式 イオン式 電子式 示性式 組成式 化学反応式 原子式 分子量 式量
化学反応,化学変化,ある物質が別の物質に変わる現象を何と言いますか？,燃焼 酸化 還元 中和 電離 分解 合成 蒸発 凝固 昇華
化学反応式,化学変化,化学反応を元素記号や化学式を用いて表した式を何と言いますか？,化学式 分子式 構造式 イオン式 電子式 組成式 示性式 原子式 分子量 式量
化学変化,化学変化,性質の異なる新しい物質ができる変化を何と言いますか？,状態変化 燃焼 酸化 還元 中和 電離 分解 合成 蒸発 凝固
核,原子と分子,原子の中心にあり正の電荷を持つ陽子と中性子が集まっている部分を何と言いますか？,電子 電子殻 陽子 中性子 イオン 原子番号 同位体 原子核 分子 原子量
化合,化学変化,2種類以上の物質や元素が結びつくことを何と言いますか？,化合物 化学反応 化学変化 合成 共有結合 イオン結合 中和 酸化 還元 分解
下降気流,気象,冷たい空気が下降していく現象を何と言いますか？,上昇気流 季節風 偏西風 貿易風 ジェット気流 低気圧 高気圧 台風 フェーン現象 梅雨前線
化合物,化学変化,2種類以上の元素が結びついてできた物質を何と言いますか？,単体 混合物 分子 イオン 化学式 化学反応式 分子式 構造式 酸化物 水溶液
ガスバーナー,化学変化,実験で物質を加熱するときに使う器具は何と言いますか？,アルコールランプ ホットプレート 電気炉 試験管 ビーカー 三脚 金網 温度計 蒸発皿 三角フラスコ
カロリー(cal),電流,熱量を表す単位は何と言いますか？,ジュール ワット ボルト ニュートン パスカル アンペア オーム ヘルツ クーロン カンデラ
感覚器官,人体,光や音など外界からの刺激を受け取る器官を何と言いますか？,感覚細胞 感覚神経 運動神経 運動器官 消化器官 呼吸器官 循環器官 排出器官 骨格 筋肉
感覚細胞,人体,感覚器官の中で刺激を直接受け取る細胞を何と言いますか？,感覚神経 感覚器官 運動神経 運動器官 神経細胞 筋肉細胞 血液細胞 上皮細胞 視細胞 嗅細胞
感覚神経,人体,感覚細胞で受け取った情報を脳に伝える神経を何と言いますか？,運動神経 自律神経 中枢神経 末梢神経 視神経 聴神経 味覚神経 触覚神経 脊髄神経 大脳神経
寒気団,気象,冷たく重い空気のかたまりを何と言いますか？,寒冷前線 気団 下降気流 温暖前線 季節風 低気圧 高気圧 台風 霧 風速
還元,化学変化,物質が電子を受け取って性質が変わる反応を何と言いますか？,酸化 反応 中和 分解 合成 燃焼 吸熱反応 放電 酸化還元 電離
関節,人体,骨と骨をつなぐ部分を何と言いますか？,靭帯 骨格 器官 筋肉 肝臓 臼歯 神経軸 心臓 膝蓋 軟骨
肝臓,人体,体内で解毒やエネルギーの貯蔵などの働きをする臓器は何と言いますか？,腎臓 心臓 胃 脾臓 小腸 肺 膵臓 脳 胆嚢 十二指腸
寒冷前線,気象,冷たい空気が暖かい空気を押し上げながら進む境界面を何と言いますか？,寒気団 温暖前線 低気圧 高気圧 台風 季節風 霧 下降気流 気圧配置 偏西風
気圧,気象,空気の重さによって生じる圧力を何と言いますか？,気圧配置 季節風 気団 低気圧 高気圧 台風 霧 風速 温度 湿度
気圧配置,気象,天気図に示される気圧の分布の様子を何と言いますか？,気圧 高気圧 低気圧 偏西風 貿易風 季節風 寒冷前線 霧 台風 下降気流
器官,人体,特定の働きを持つ体の部分を何と言いますか？,臓器 骨格 筋肉 神経系 肝臓 心臓 脳 胃 腎臓 内蔵
気象要素,気象,天気を決める気温や湿度などの条件を何と言いますか？,気圧 気温 湿度 風向 風速 降水量 季節風 霧 気団 台風
季節風,気象,季節によって吹く一定方向の強い風を何と言いますか？,偏西風 貿易風 竜巻 台風 霧 気圧 低気圧 高気圧 気団 陸風
気団,気象,広い範囲にわたる空気のかたまりを何と言いますか？,寒気団 暖気団 低気圧 高気圧 季節風 偏西風 台風 気圧配置 霧 下降気流
臼歯,人体,食べ物をすりつぶすための歯を何と言いますか？,門歯 犬歯 親知らず 小臼歯 大臼歯 歯茎 口蓋 舌 上顎 歯根
嗅神経,人体,においの情報を脳に伝える神経は何と言いますか？,視神経 聴神経 感覚神経 運動神経 三叉神経 顔面神経 脊髄神経 迷走神経 副神経 動眼神経
吸熱反応,化学変化,熱を吸収しながら進む化学反応を何と言いますか？,発熱反応 酸化 反応 分解 合成 燃焼 還元 電離 中和 光合成
魚類,生物,えらで呼吸し水中で生活する脊椎動物は何と言いますか？,両生類 爬虫類 鳥類 哺乳類 昆虫類 軟体動物 節足動物 甲殻類 両顎類 サメ類
霧,気象,地表付近に発生する微小な水滴の集まりを何と言いますか？,雲 もや 霰 露 雹 霞 霧氷 降水 雪 水蒸気
雲,気象,空に浮かぶ水滴や氷の粒の集まりを何と言いますか？,もや 霧 霰 雹 霧氷 降水 台風 高気圧 低気圧 霞
血しょう,人体,血液の液体成分を何と言いますか？,血液 血球 血小板 血漿 リンパ 液体組織 肝臓 心臓 腎臓 組織液
血小板,人体,血液中で血を固めるはたらきをするものは何と言いますか？,赤血球 白血球 血しょう 血漿 リンパ 骨髄 脾臓 肝臓 心臓 組織液
けん,人体,骨と骨をつなぐ部分は何と言いますか？,靭帯 関節 筋肉 骨格 骨膜 骨軟骨 神経 肝臓 心臓 腱鞘
原子,原子と分子,物質を作る最小の粒子は何と言いますか？,素粒子 分子 イオン 原子核 電子 陽子 中性子 中性子星 量子 粒子
水素,原子と分子,元素記号Hは何の元素ですか？,ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ネオン ナトリウム
ヘリウム,原子と分子,元素記号Heは何の元素ですか？,水素 リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ネオン ナトリウム
リチウム,原子と分子,元素記号Liは何の元素ですか？,水素 ヘリウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ネオン ナトリウム
ベリリウム,原子と分子,元素記号Beは何の元素ですか？,水素 ヘリウム リチウム ホウ素 炭素 窒素 酸素 フッ素 ネオン ナトリウム
ホウ素,原子と分子,元素記号Bは何の元素ですか？,水素 ヘリウム リチウム ベリリウム 炭素 窒素 酸素 フッ素 ネオン ナトリウム
炭素,原子と分子,元素記号Cは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 窒素 酸素 フッ素 ネオン ナトリウム
窒素,原子と分子,元素記号Nは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 酸素 フッ素 ネオン ナトリウム
酸素,原子と分子,元素記号Oは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 フッ素 ネオン ナトリウム
フッ素,原子と分子,元素記号Fは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 ネオン ナトリウム
ネオン,原子と分子,元素記号Neは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
ナトリウム,原子と分子,元素記号Naは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ネオン
マグネシウム,原子と分子,元素記号Mgは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
アルミニウム,原子と分子,元素記号Alは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
ケイ素,原子と分子,元素記号Siは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
リン,原子と分子,元素記号Pは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
硫黄,原子と分子,元素記号Sは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
塩素,原子と分子,元素記号Clは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
アルゴン,原子と分子,元素記号Arは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
カリウム,原子と分子,元素記号Kは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
カルシウム,原子と分子,元素記号Caは何の元素ですか？,水素 ヘリウム リチウム ベリリウム ホウ素 炭素 窒素 酸素 フッ素 ナトリウム
H,原子と分子,水素を示す元素記号はどれですか？,He Li Be B C N O F Ne Na
He,原子と分子,ヘリウムを示す元素記号はどれですか？,H Li Be B C N O F Ne Na
Li,原子と分子,リチウムを示す元素記号はどれですか？,H He Be B C N O F Ne Na
Be,原子と分子,ベリリウムを示す元素記号はどれですか？,H He Li B C N O F Ne Na
B,原子と分子,ホウ素を示す元素記号はどれですか？,H He Li Be C N O F Ne Na
C,原子と分子,炭素を示す元素記号はどれですか？,H He Li Be B N O F Ne Na
N,原子と分子,窒素を示す元素記号はどれですか？,H He Li Be B C O F Ne Na
O,原子と分子,酸素を示す元素記号はどれですか？,H He Li Be B C N F Ne Na
F,原子と分子,フッ素を示す元素記号はどれですか？,H He Li Be B C N O Ne Na
Ne,原子と分子,ネオンを示す元素記号はどれですか？,H He Li Be B C N O F Na
Na,原子と分子,ナトリウムを示す元素記号はどれですか？,H He Li Be B C N O F Ne
Mg,原子と分子,マグネシウムを示す元素記号はどれですか？,H He Li Be B C N O F Na
Al,原子と分子,アルミニウムを示す元素記号はどれですか？,H He Li Be B C N O F Na
Si,原子と分子,ケイ素を示す元素記号はどれですか？,H He Li Be B C N O F Na
P,原子と分子,リンを示す元素記号はどれですか？,H He Li Be B C N O F Na
S,原子と分子,硫黄を示す元素記号はどれですか？,H He Li Be B C N O F Na
Cl,原子と分子,塩素を示す元素記号はどれですか？,H He Li Be B C N O F Na
Ar,原子と分子,アルゴンを示す元素記号はどれですか？,H He Li Be B C N O F Na
K,原子と分子,カリウムを示す元素記号はどれですか？,H He Li Be B C N O F Na
Ca,原子と分子,カルシウムを示す元素記号はどれですか？,H He Li Be B C N O F Na
炭酸水素ナトリウム,化学変化,化学式NaHCO₃を示す物質はどれですか？,炭酸ナトリウム 二酸化炭素 水 アンモニア 塩化銅 塩化ナトリウム 酸化銀 酸化マグネシウム 酸化銅 硫化鉄
炭酸ナトリウム,化学変化,化学式Na₂CO₃を示す物質はどれですか？,炭酸水素ナトリウム 二酸化炭素 水 アンモニア 塩化銅 塩化ナトリウム 酸化銀 酸化マグネシウム 酸化銅 硫化鉄
二酸化炭素,化学変化,化学式CO₂を示す物質はどれですか？,炭酸水素ナトリウム 炭酸ナトリウム 水 アンモニア 塩化銅 塩化ナトリウム 酸化銀 酸化マグネシウム 酸化銅 硫化鉄
水,化学変化,化学式H₂Oを示す物質はどれですか？,炭酸水素ナトリウム 炭酸ナトリウム 二酸化炭素 アンモニア 塩化銅 塩化ナトリウム 酸化銀 酸化マグネシウム 酸化銅 硫化鉄
アンモニア,化学変化,化学式NH₃を示す物質はどれですか？,炭酸水素ナトリウム 炭酸ナトリウム 二酸化炭素 水 塩化銅 塩化ナトリウム 酸化銀 酸化マグネシウム 酸化銅 硫化鉄
塩化銅,化学変化,化学式CuCl₂を示す物質はどれですか？,炭酸水素ナトリウム 炭酸ナトリウム 二酸化炭素 水 アンモニア 塩化ナトリウム 酸化銀 酸化マグネシウム 酸化銅 硫化鉄
塩化ナトリウム,化学変化,化学式NaClを示す物質はどれですか？,炭酸水素ナトリウム 炭酸ナトリウム 二酸化炭素 水 アンモニア 塩化銅 酸化銀 酸化マグネシウム 酸化銅 硫化鉄
